row_index,domain_id,source_value,source_id,ground_truth_concept_id,ground_truth_concept_name,top_hits_json,standard_policy,result1_concept_id,result1_concept_name,result1_score,result1_vocabulary_id,result1_standard_concept,error
26,Condition,Restless legs syndrome,27,73754,restless legs,"[{""concept_id"": 36716782, ""concept_name"": ""Secondary restless legs syndrome"", ""score"": 0.9614, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""722963007"", ""standard_concept"": ""S""}, {""concept_id"": 73754, ""concept_name"": ""Restless legs"", ""score"": 0.9176, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""32914008"", ""standard_concept"": ""S""}, {""concept_id"": 605330, ""concept_name"": ""Restless leg syndrome due to iron deficiency anemia"", ""score"": 0.7412, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1052283003"", ""standard_concept"": ""S""}, {""concept_id"": 605331, ""concept_name"": ""Restless leg syndrome in pregnancy"", ""score"": 0.7058, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1052284009"", ""standard_concept"": ""S""}, {""concept_id"": 602631, ""concept_name"": ""Restless leg syndrome due to uremia"", ""score"": 0.6842, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1052282008"", ""standard_concept"": ""S""}]",s_or_c,36716782.0,Secondary restless legs syndrome,0.9614,SNOMED,S,
27,Condition,mastalgia,28,73819,pain of breast,"[{""concept_id"": 4201931, ""concept_name"": ""Persistent mastalgia"", ""score"": 0.9259, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""315250005"", ""standard_concept"": ""S""}, {""concept_id"": 42596350, ""concept_name"": ""Mammary pain"", ""score"": 0.8956, ""vocabulary_id"": ""SNOMED Veterinary"", ""domain_id"": ""Condition"", ""concept_code"": ""311131000009100"", ""standard_concept"": ""S""}, {""concept_id"": 73819, ""concept_name"": ""Pain of breast"", ""score"": 0.8907, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""53430007"", ""standard_concept"": ""S""}, {""concept_id"": 4130004, ""concept_name"": ""Non-cyclical mastalgia"", ""score"": 0.8866, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""237454007"", ""standard_concept"": ""S""}, {""concept_id"": 605026, ""concept_name"": ""Pain of left breast"", ""score"": 0.8009, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1010235008"", ""standard_concept"": ""S""}]",s_or_c,4201931.0,Persistent mastalgia,0.9259,SNOMED,S,
28,Condition,Polyarthritis,29,74125,inflammatory polyarthropathy,"[{""concept_id"": 74125, ""concept_name"": ""Inflammatory polyarthropathy"", ""score"": 0.9665, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""417373000"", ""standard_concept"": ""S""}, {""concept_id"": 44811664, ""concept_name"": ""Nonspecific polyarthritis"", ""score"": 0.9525, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""905501000000107"", ""standard_concept"": ""S""}]",s_or_c,74125.0,Inflammatory polyarthropathy,0.9665,SNOMED,S,
29,Condition,Rectal cancer,30,74582,primary malignant neoplasm of rectum,"[{""concept_id"": 443390, ""concept_name"": ""Malignant neoplasm of rectum"", ""score"": 0.9033, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""363351006"", ""standard_concept"": ""S""}, {""concept_id"": 36555713, ""concept_name"": ""Epithelioma, malignant of rectum, NOS"", ""score"": 0.8789, ""vocabulary_id"": ""ICDO3"", ""domain_id"": ""Condition"", ""concept_code"": ""8011/3-C20.9"", ""standard_concept"": ""S""}, {""concept_id"": 44499480, ""concept_name"": ""Carcinoma, NOS, of rectum, NOS"", ""score"": 0.8588, ""vocabulary_id"": ""ICDO3"", ""domain_id"": ""Condition"", ""concept_code"": ""8010/3-C20.9"", ""standard_concept"": ""S""}, {""concept_id"": 74582, ""concept_name"": ""Primary malignant neoplasm of rectum"", ""score"": 0.8461, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""93984006"", ""standard_concept"": ""S""}, {""concept_id"": 36518156, ""concept_name"": ""Carcinoma, diffuse type of rectum, NOS"", ""score"": 0.8196, ""vocabulary_id"": ""ICDO3"", ""domain_id"": ""Condition"", ""concept_code"": ""8145/3-C20.9"", ""standard_concept"": ""S""}]",s_or_c,443390.0,Malignant neoplasm of rectum,0.9033,SNOMED,S,
30,Condition,lumbosacral radiculopathy,31,74635,lumbosacral radiculopathy,"[{""concept_id"": 74635, ""concept_name"": ""Lumbosacral radiculopathy"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""2415007"", ""standard_concept"": ""S""}, {""concept_id"": 4134121, ""concept_name"": ""Lumbar radiculopathy"", ""score"": 0.9398, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""128196005"", ""standard_concept"": ""S""}, {""concept_id"": 444123, ""concept_name"": ""Lumbosacral radiculitis"", ""score"": 0.8957, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""46578006"", ""standard_concept"": ""S""}, {""concept_id"": 4134122, ""concept_name"": ""Sacral radiculopathy"", ""score"": 0.8886, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""128197001"", ""standard_concept"": ""S""}, {""concept_id"": 4012242, ""concept_name"": ""Lumbosacral nerve root pain"", ""score"": 0.8662, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""103016004"", ""standard_concept"": ""S""}]",s_or_c,74635.0,Lumbosacral radiculopathy,1.0,SNOMED,S,
31,Condition,Polydactyly,32,74740,polydactyly,"[{""concept_id"": 74740, ""concept_name"": ""Polydactyly"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""367506006"", ""standard_concept"": ""S""}, {""concept_id"": 73318, ""concept_name"": ""Polydactyly of fingers"", ""score"": 0.8905, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""81793007"", ""standard_concept"": ""S""}, {""concept_id"": 4114921, ""concept_name"": ""Hexadactyly"", ""score"": 0.883, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""201698009"", ""standard_concept"": ""S""}, {""concept_id"": 37165627, ""concept_name"": ""Mirror-image polydactyly"", ""score"": 0.8414, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1255267007"", ""standard_concept"": ""S""}, {""concept_id"": 79914, ""concept_name"": ""Polydactyly of toes"", ""score"": 0.837, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""62218008"", ""standard_concept"": ""S""}]",s_or_c,74740.0,Polydactyly,1.0,SNOMED,S,
32,Condition,Internal derangement of disc,33,75344,intervertebral disc disorder,"[{""concept_id"": 43531130, ""concept_name"": ""Internal disc disruption"", ""score"": 0.8341, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""608829007"", ""standard_concept"": ""S""}, {""concept_id"": 75344, ""concept_name"": ""Intervertebral disc disorder"", ""score"": 0.7602, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""36427004"", ""standard_concept"": ""S""}, {""concept_id"": 606559, ""concept_name"": ""Displacement of intervertebral disc"", ""score"": 0.7602, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1145241008"", ""standard_concept"": ""S""}, {""concept_id"": 42596607, ""concept_name"": ""Disc material in spinal canal"", ""score"": 0.7193, ""vocabulary_id"": ""SNOMED Veterinary"", ""domain_id"": ""Condition"", ""concept_code"": ""313611000009104"", ""standard_concept"": ""S""}, {""concept_id"": 37160374, ""concept_name"": ""Separation of annulus fibrosus of intervertebral disc"", ""score"": 0.7182, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1162301000"", ""standard_concept"": ""S""}]",s_or_c,43531130.0,Internal disc disruption,0.8341,SNOMED,S,
33,Condition,Derangement of meniscus due to old tear or injury,34,75346,derangement of meniscus,"[{""concept_id"": 42535732, ""concept_name"": ""Derangement of meniscus of knee joint due to and following old injury of knee"", ""score"": 0.9041, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""733186000"", ""standard_concept"": ""S""}, {""concept_id"": 46270434, ""concept_name"": ""Derangement of meniscus due to injury of knee"", ""score"": 0.8991, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""305831000119104"", ""standard_concept"": ""S""}, {""concept_id"": 75346, ""concept_name"": ""Derangement of meniscus"", ""score"": 0.897, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""111224002"", ""standard_concept"": ""S""}, {""concept_id"": 4117231, ""concept_name"": ""Old tear of meniscus of knee"", ""score"": 0.8881, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""202102003"", ""standard_concept"": ""S""}]",s_or_c,42535732.0,Derangement of meniscus of knee joint due to and following old injury of knee,0.9041,SNOMED,S,
34,Condition,Carcinoma in situ of colon,35,75512,carcinoma in situ of colon,"[{""concept_id"": 75512, ""concept_name"": ""Carcinoma in situ of colon"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""92568009"", ""standard_concept"": ""S""}, {""concept_id"": 4243117, ""concept_name"": ""Carcinoma in situ of cecum"", ""score"": 0.9184, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""92559007"", ""standard_concept"": ""S""}, {""concept_id"": 4244501, ""concept_name"": ""Carcinoma in situ of large intestine"", ""score"": 0.9028, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""92629005"", ""standard_concept"": ""S""}, {""concept_id"": 4243126, ""concept_name"": ""Carcinoma in situ of hepatic flexure of colon"", ""score"": 0.8989, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""92608001"", ""standard_concept"": ""S""}, {""concept_id"": 36559471, ""concept_name"": ""Squamous cell carcinoma in situ, NOS, of colon, NOS"", ""score"": 0.8987, ""vocabulary_id"": ""ICDO3"", ""domain_id"": ""Condition"", ""concept_code"": ""8070/2-C18.9"", ""standard_concept"": ""S""}]",s_or_c,75512.0,Carcinoma in situ of colon,1.0,SNOMED,S,
35,Condition,irritable bowel syndrome without diarrhea,36,75576,irritable bowel syndrome,"[{""concept_id"": 75576, ""concept_name"": ""Irritable bowel syndrome"", ""score"": 0.9199, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""10743008"", ""standard_concept"": ""S""}, {""concept_id"": 1340381, ""concept_name"": ""Exacerbation of irritable bowel syndrome"", ""score"": 0.8798, ""vocabulary_id"": ""OMOP Extension"", ""domain_id"": ""Condition"", ""concept_code"": ""OMOP5166036"", ""standard_concept"": ""S""}, {""concept_id"": 4057826, ""concept_name"": ""Irritable bowel syndrome with diarrhea"", ""score"": 0.858, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""197125005"", ""standard_concept"": ""S""}]",s_or_c,75576.0,Irritable bowel syndrome,0.9199,SNOMED,S,
36,Condition,Generalized osteoarthritis,37,75617,generalized osteoarthritis,"[{""concept_id"": 75617, ""concept_name"": ""Generalized osteoarthritis"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""201819000"", ""standard_concept"": ""S""}, {""concept_id"": 4144996, ""concept_name"": ""Generalized osteoarthritis of the hand"", ""score"": 0.8335, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""267889007"", ""standard_concept"": ""S""}, {""concept_id"": 76194, ""concept_name"": ""Osteoarthrosis involving multiple sites but not designated as generalized"", ""score"": 0.7827, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""33262002"", ""standard_concept"": ""S""}, {""concept_id"": 4147779, ""concept_name"": ""Osteoarthritis of multiple joints"", ""score"": 0.7685, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""268054009"", ""standard_concept"": ""S""}]",s_or_c,75617.0,Generalized osteoarthritis,1.0,SNOMED,S,
37,Condition,Cramp,38,75635,cramp,"[{""concept_id"": 75635, ""concept_name"": ""Cramp"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""55300003"", ""standard_concept"": ""S""}, {""concept_id"": 140821, ""concept_name"": ""Spasm"", ""score"": 0.9016, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""45352006"", ""standard_concept"": ""S""}, {""concept_id"": 42572619, ""concept_name"": ""Muscle spasm"", ""score"": 0.8869, ""vocabulary_id"": ""SNOMED Veterinary"", ""domain_id"": ""Condition"", ""concept_code"": ""33561000009105"", ""standard_concept"": ""S""}, {""concept_id"": 4133046, ""concept_name"": ""Cramping pain"", ""score"": 0.8734, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""279093005"", ""standard_concept"": ""S""}, {""concept_id"": 4147309, ""concept_name"": ""Local spasm"", ""score"": 0.816, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""34714000"", ""standard_concept"": ""S""}]",s_or_c,75635.0,Cramp,1.0,SNOMED,S,
38,Condition,Proteinuria,39,75650,proteinuria,"[{""concept_id"": 75650, ""concept_name"": ""Proteinuria"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""29738008"", ""standard_concept"": ""S""}, {""concept_id"": 4231294, ""concept_name"": ""True proteinuria"", ""score"": 0.9158, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""89238002"", ""standard_concept"": ""S""}, {""concept_id"": 36712845, ""concept_name"": ""Isolated proteinuria"", ""score"": 0.8972, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""12491000132101"", ""standard_concept"": ""S""}, {""concept_id"": 4008125, ""concept_name"": ""Nephrogenous proteinuria"", ""score"": 0.8889, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""12178007"", ""standard_concept"": ""S""}, {""concept_id"": 4298811, ""concept_name"": ""Essential proteinuria"", ""score"": 0.8709, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""77250007"", ""standard_concept"": ""S""}]",s_or_c,75650.0,Proteinuria,1.0,SNOMED,S,
39,Condition,Constipation,40,75860,constipation,"[{""concept_id"": 75860, ""concept_name"": ""Constipation"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""14760008"", ""standard_concept"": ""S""}, {""concept_id"": 4008552, ""concept_name"": ""Obstipation"", ""score"": 0.967, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""111360009"", ""standard_concept"": ""S""}, {""concept_id"": 4030428, ""concept_name"": ""Perceived constipation"", ""score"": 0.8996, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""129585003"", ""standard_concept"": ""S""}, {""concept_id"": 4340520, ""concept_name"": ""Chronic constipation"", ""score"": 0.8731, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""236069009"", ""standard_concept"": ""S""}, {""concept_id"": 4055110, ""concept_name"": ""Functional constipation"", ""score"": 0.862, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""197118003"", ""standard_concept"": ""S""}]",s_or_c,75860.0,Constipation,1.0,SNOMED,S,
40,Condition,Interstitial cystitis,41,75863,chronic interstitial cystitis,"[{""concept_id"": 954561, ""concept_name"": ""Chronic interstitial cystitis"", ""score"": 0.9336, ""vocabulary_id"": ""SNOMED Veterinary"", ""domain_id"": ""Condition"", ""concept_code"": ""367441000009108"", ""standard_concept"": ""S""}, {""concept_id"": 4263916, ""concept_name"": ""Chronic ulcerating interstitial cystitis"", ""score"": 0.8579, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""36139001"", ""standard_concept"": ""S""}, {""concept_id"": 4047893, ""concept_name"": ""Panmural cystitis"", ""score"": 0.8215, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""230402000"", ""standard_concept"": ""S""}, {""concept_id"": 4056038, ""concept_name"": ""Submucous cystitis"", ""score"": 0.8188, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""197837005"", ""standard_concept"": ""S""}, {""concept_id"": 195588, ""concept_name"": ""Cystitis"", ""score"": 0.8113, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""38822007"", ""standard_concept"": ""S""}]",s_or_c,954561.0,Chronic interstitial cystitis,0.9336,SNOMED Veterinary,S,
41,Condition,asymptomatic urinary abnormality,42,75865,disorder of urinary system,"[{""concept_id"": 4128528, ""concept_name"": ""Asymptomatic proteinuria"", ""score"": 0.7932, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""236720004"", ""standard_concept"": ""S""}, {""concept_id"": 36714969, ""concept_name"": ""Asymptomatic bacteriuria"", ""score"": 0.775, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""720406004"", ""standard_concept"": ""S""}, {""concept_id"": 37309664, ""concept_name"": ""Asymptomatic microscopic hematuria"", ""score"": 0.7367, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""16698651000119109"", ""standard_concept"": ""S""}, {""concept_id"": 437382, ""concept_name"": ""Urine finding"", ""score"": 0.67, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""301830001"", ""standard_concept"": ""S""}, {""concept_id"": 4064385, ""concept_name"": ""Urine screening normal"", ""score"": 0.657, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""171250001"", ""standard_concept"": ""S""}]",s_or_c,4128528.0,Asymptomatic proteinuria,0.7932,SNOMED,S,
42,Condition,"Hallux valgus, acquired",43,75911,acquired hallux valgus,"[{""concept_id"": 75911, ""concept_name"": ""Acquired hallux valgus"", ""score"": 0.9646, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""65358001"", ""standard_concept"": ""S""}, {""concept_id"": 4046738, ""concept_name"": ""Hallux valgus"", ""score"": 0.9204, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""122480009"", ""standard_concept"": ""S""}, {""concept_id"": 80819, ""concept_name"": ""Acquired hallux varus"", ""score"": 0.9045, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""16123003"", ""standard_concept"": ""S""}, {""concept_id"": 4345599, ""concept_name"": ""Acquired deformity of joint of big toe"", ""score"": 0.8724, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""240254005"", ""standard_concept"": ""S""}, {""concept_id"": 45765976, ""concept_name"": ""Hallux valgus interphalangeus"", ""score"": 0.8636, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""703049003"", ""standard_concept"": ""S""}]",s_or_c,75911.0,Acquired hallux valgus,0.9646,SNOMED,S,
