row_index,domain_id,source_value,source_id,ground_truth_baseline,top_hits_json,standard_policy,result1_concept_id,result1_concept_name,result1_score,result1_vocabulary_id,result1_standard_concept,error
29,Measurement,culture sensitivities,30,1,"[{""concept_id"": 4098501, ""concept_name"": ""Culture and susceptibility"", ""score"": 0.8786, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""252390002"", ""standard_concept"": ""S""}, {""concept_id"": 4211363, ""concept_name"": ""Bacterial culture and sensitivity"", ""score"": 0.7762, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""413625003"", ""standard_concept"": ""S""}, {""concept_id"": 4170475, ""concept_name"": ""Culture sensitivity"", ""score"": 0.747, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""273973005"", ""standard_concept"": ""S""}, {""concept_id"": 37392927, ""concept_name"": ""Sample organism sensitivity"", ""score"": 0.7396, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""1010411000000109"", ""standard_concept"": ""S""}, {""concept_id"": 4057167, ""concept_name"": ""Microscopy, culture and sensitivities"", ""score"": 0.737, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""168132005"", ""standard_concept"": ""S""}]",s_or_c,4098501.0,Culture and susceptibility,0.8786,SNOMED,S,
30,Procedure,subcutaneous heparin,31,1,"[{""concept_id"": 4207626, ""concept_name"": ""Subcutaneous injection of heparin"", ""score"": 0.9239, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""312613008"", ""standard_concept"": ""S""}]",s_or_c,4207626.0,Subcutaneous injection of heparin,0.9239,SNOMED,S,
31,Condition,posterior vitreous detachment,32,1,"[{""concept_id"": 4088110, ""concept_name"": ""Posterior vitreous detachment"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""247081001"", ""standard_concept"": ""S""}, {""concept_id"": 4202518, ""concept_name"": ""Vitreous detachment"", ""score"": 0.966, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""53772007"", ""standard_concept"": ""S""}, {""concept_id"": 37164599, ""concept_name"": ""Acute posterior vitreous detachment"", ""score"": 0.894, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1231447001"", ""standard_concept"": ""S""}, {""concept_id"": 765507, ""concept_name"": ""Bilateral posterior vitreous detachment"", ""score"": 0.8757, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""349101000119105"", ""standard_concept"": ""S""}, {""concept_id"": 762415, ""concept_name"": ""Bilateral vitreous detachment"", ""score"": 0.8627, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""349081000119103"", ""standard_concept"": ""S""}]",s_or_c,4088110.0,Posterior vitreous detachment,1.0,SNOMED,S,
32,Measurement,immunofluorescence,33,1,"[{""concept_id"": 4148777, ""concept_name"": ""Fluorescent immunoassay"", ""score"": 0.8518, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""30662005"", ""standard_concept"": ""S""}, {""concept_id"": 4132408, ""concept_name"": ""Indirect tissue immunofluorescence procedure"", ""score"": 0.752, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""127797006"", ""standard_concept"": ""S""}, {""concept_id"": 4133315, ""concept_name"": ""Direct tissue immunofluorescence procedure"", ""score"": 0.7301, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""127796002"", ""standard_concept"": ""S""}, {""concept_id"": 4309124, ""concept_name"": ""Serum immunofixation"", ""score"": 0.7276, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""391555000"", ""standard_concept"": ""S""}, {""concept_id"": 4203303, ""concept_name"": ""Time resolved fluorescence immunoassay"", ""score"": 0.7222, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""53324008"", ""standard_concept"": ""S""}]",s_or_c,4148777.0,Fluorescent immunoassay,0.8518,SNOMED,S,
33,Condition,urine is clear yellow,34,1,[],s_or_c,,,,,,
34,Procedure,rotator cuff repair,35,1,"[{""concept_id"": 4075122, ""concept_name"": ""Plastic repair of rotator cuff of shoulder"", ""score"": 0.9365, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""178242000"", ""standard_concept"": ""S""}, {""concept_id"": 4126468, ""concept_name"": ""Complete repair of rotator cuff"", ""score"": 0.9263, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""304384006"", ""standard_concept"": ""S""}, {""concept_id"": 4126469, ""concept_name"": ""Partial repair of rotator cuff"", ""score"": 0.9187, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""304385007"", ""standard_concept"": ""S""}, {""concept_id"": 4209151, ""concept_name"": ""Repair of musculotendinous cuff of shoulder"", ""score"": 0.8948, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""56060000"", ""standard_concept"": ""S""}, {""concept_id"": 44793146, ""concept_name"": ""Plastic repair of multiple tears of rotator cuff of shoulder"", ""score"": 0.8685, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""378551000000102"", ""standard_concept"": ""S""}]",s_or_c,4075122.0,Plastic repair of rotator cuff of shoulder,0.9365,SNOMED,S,
35,Observation,transferred to icu,36,1,"[{""concept_id"": 4265599, ""concept_name"": ""Patient transfer to intensive care unit"", ""score"": 0.8284, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""397821002"", ""standard_concept"": ""S""}, {""concept_id"": 4227255, ""concept_name"": ""Patient transfer to cardiac intensive care unit"", ""score"": 0.7219, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""406144005"", ""standard_concept"": ""S""}, {""concept_id"": 4077453, ""concept_name"": ""Patient transfer, in-hospital, unit-to-unit"", ""score"": 0.6655, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""1889001"", ""standard_concept"": ""S""}, {""concept_id"": 4138933, ""concept_name"": ""Admission to intensive care unit"", ""score"": 0.6639, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""305351004"", ""standard_concept"": ""S""}, {""concept_id"": 4162219, ""concept_name"": ""Patient transfer to postoperative anesthesia care unit"", ""score"": 0.6616, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""398068008"", ""standard_concept"": ""S""}]",s_or_c,4265599.0,Patient transfer to intensive care unit,0.8284,SNOMED,S,
36,Condition,shoulder arthritis,37,1,"[{""concept_id"": 1075361, ""concept_name"": ""Arthritis of shoulder region joint"", ""score"": 0.9434, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1303835007"", ""standard_concept"": ""S""}, {""concept_id"": 40483262, ""concept_name"": ""Inflammation of joint of shoulder region"", ""score"": 0.9076, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""443798008"", ""standard_concept"": ""S""}, {""concept_id"": 4184089, ""concept_name"": ""Inflammation of shoulder joint"", ""score"": 0.907, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""298162008"", ""standard_concept"": ""S""}, {""concept_id"": 44782456, ""concept_name"": ""Monoarthritis of joint of shoulder region"", ""score"": 0.8375, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""698477003"", ""standard_concept"": ""S""}, {""concept_id"": 4114439, ""concept_name"": ""Rheumatoid arthritis of shoulder"", ""score"": 0.7964, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""201766009"", ""standard_concept"": ""S""}]",s_or_c,1075361.0,Arthritis of shoulder region joint,0.9434,SNOMED,S,
37,Observation,sedated,38,1,"[{""concept_id"": 4077017, ""concept_name"": ""Sedated"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""17971005"", ""standard_concept"": ""S""}, {""concept_id"": 4147917, ""concept_name"": ""Drugged state"", ""score"": 0.82, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""34951003"", ""standard_concept"": ""S""}, {""concept_id"": 608212, ""concept_name"": ""Not sedated"", ""score"": 0.8033, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""1157030006"", ""standard_concept"": ""S""}, {""concept_id"": 36031605, ""concept_name"": ""Sedation level"", ""score"": 0.7743, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Observation"", ""concept_code"": ""95636-7"", ""standard_concept"": ""S""}, {""concept_id"": 35824452, ""concept_name"": ""tranquil"", ""score"": 0.7731, ""vocabulary_id"": ""UK Biobank"", ""domain_id"": ""Observation"", ""concept_code"": ""6314-295"", ""standard_concept"": ""S""}]",s_or_c,4077017.0,Sedated,1.0,SNOMED,S,
38,Measurement,decreased hct,39,1,"[{""concept_id"": 4013516, ""concept_name"": ""Hematocrit below reference range"", ""score"": 0.7899, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""165414004"", ""standard_concept"": ""S""}, {""concept_id"": 4013074, ""concept_name"": ""Hemoglobin below reference range"", ""score"": 0.7712, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""165397008"", ""standard_concept"": ""S""}, {""concept_id"": 607644, ""concept_name"": ""Thrombin time below reference range"", ""score"": 0.7037, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""1155725001"", ""standard_concept"": ""S""}, {""concept_id"": 4013842, ""concept_name"": ""Red blood cell count below reference range"", ""score"": 0.6993, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""165423001"", ""standard_concept"": ""S""}, {""concept_id"": 4306445, ""concept_name"": ""Prothrombin time low"", ""score"": 0.6922, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""165569003"", ""standard_concept"": ""S""}]",s_or_c,4013516.0,Hematocrit below reference range,0.7899,SNOMED,S,
39,Procedure,percutaneous endoscopic gastrostomy,40,1,"[{""concept_id"": 4122234, ""concept_name"": ""Percutaneous endoscopic gastrostomy"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""235159007"", ""standard_concept"": ""S""}, {""concept_id"": 4207334, ""concept_name"": ""Permanent percutaneous endoscopic gastrostomy"", ""score"": 0.944, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""312341002"", ""standard_concept"": ""S""}, {""concept_id"": 4207333, ""concept_name"": ""Temporary percutaneous endoscopic gastrostomy"", ""score"": 0.9405, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""312340001"", ""standard_concept"": ""S""}, {""concept_id"": 4020937, ""concept_name"": ""Endoscopic placement of gastrostomy tube"", ""score"": 0.8902, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""116017009"", ""standard_concept"": ""S""}, {""concept_id"": 4021170, ""concept_name"": ""Percutaneous endoscopic gastrostomy feeding"", ""score"": 0.8822, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""225373002"", ""standard_concept"": ""S""}]",s_or_c,4122234.0,Percutaneous endoscopic gastrostomy,1.0,SNOMED,S,
40,Condition,fetal heart tracing,41,1,"[{""concept_id"": 4129010, ""concept_name"": ""Finding of fetal heart rate"", ""score"": 0.8035, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""289437007"", ""standard_concept"": ""S""}, {""concept_id"": 4126566, ""concept_name"": ""Fetal heart rate present"", ""score"": 0.7942, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""289438002"", ""standard_concept"": ""S""}, {""concept_id"": 4091642, ""concept_name"": ""Fetal heart finding"", ""score"": 0.7686, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""249042007"", ""standard_concept"": ""S""}]",s_or_c,4129010.0,Finding of fetal heart rate,0.8035,SNOMED,S,
41,Procedure,bronch,42,1,[],s_or_c,,,,,,
42,Measurement,o2,43,1,[],s_or_c,,,,,,
43,Observation,bowel regimen,44,1,"[{""concept_id"": 4024621, ""concept_name"": ""Bowel care"", ""score"": 0.7738, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""225361002"", ""standard_concept"": ""S""}, {""concept_id"": 4301078, ""concept_name"": ""Diarrhea care"", ""score"": 0.7197, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""386260000"", ""standard_concept"": ""S""}, {""concept_id"": 4300842, ""concept_name"": ""Bowel training"", ""score"": 0.6799, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""385976008"", ""standard_concept"": ""S""}, {""concept_id"": 4043373, ""concept_name"": ""Bowel control"", ""score"": 0.6697, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""129008009"", ""standard_concept"": ""S""}, {""concept_id"": 46272580, ""concept_name"": ""Defecation care"", ""score"": 0.6621, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""710968008"", ""standard_concept"": ""S""}]",s_or_c,4024621.0,Bowel care,0.7738,SNOMED,S,
44,Condition,heart attacks,45,1,"[{""concept_id"": 4329847, ""concept_name"": ""Myocardial infarction"", ""score"": 0.8393, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""22298006"", ""standard_concept"": ""S""}, {""concept_id"": 4215140, ""concept_name"": ""Acute coronary syndrome"", ""score"": 0.7998, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""394659003"", ""standard_concept"": ""S""}, {""concept_id"": 312327, ""concept_name"": ""Acute myocardial infarction"", ""score"": 0.7967, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""57054005"", ""standard_concept"": ""S""}, {""concept_id"": 4354249, ""concept_name"": ""Myocardial necrosis"", ""score"": 0.7595, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""251061000"", ""standard_concept"": ""S""}, {""concept_id"": 4185932, ""concept_name"": ""Ischemic heart disease"", ""score"": 0.7246, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""414545008"", ""standard_concept"": ""S""}]",s_or_c,4329847.0,Myocardial infarction,0.8393,SNOMED,S,
45,Procedure,inguinal herniorrhaphy,46,1,"[{""concept_id"": 4029287, ""concept_name"": ""Inguinal herniorrhaphy"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""238167000"", ""standard_concept"": ""S""}, {""concept_id"": 36714152, ""concept_name"": ""Inguinal hernioplasty"", ""score"": 0.9521, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""719265006"", ""standard_concept"": ""S""}, {""concept_id"": 4195307, ""concept_name"": ""Repair of inguinal hernia"", ""score"": 0.9277, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""44558001"", ""standard_concept"": ""S""}, {""concept_id"": 4001706, ""concept_name"": ""Inguinal region repair"", ""score"": 0.9181, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""120205009"", ""standard_concept"": ""S""}, {""concept_id"": 4071096, ""concept_name"": ""Primary repair of inguinal hernia"", ""score"": 0.8945, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""177860007"", ""standard_concept"": ""S""}]",s_or_c,4029287.0,Inguinal herniorrhaphy,1.0,SNOMED,S,
46,Observation,moves all four extremities,47,1,"[{""concept_id"": 4004515, ""concept_name"": ""Malignant lymphoma, metastatic"", ""score"": 0.5042, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""110459008"", ""standard_concept"": ""S""}]",s_or_c,4004515.0,"Malignant lymphoma, metastatic",0.5042,SNOMED,S,
47,Measurement,immunohistochemical stain,48,1,"[{""concept_id"": 44786878, ""concept_name"": ""Immunohistochemical stains in Bone marrow Narrative"", ""score"": 0.7944, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""74223-9"", ""standard_concept"": ""S""}, {""concept_id"": 4035726, ""concept_name"": ""Immunohistochemistry procedure"", ""score"": 0.7645, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""117617002"", ""standard_concept"": ""S""}, {""concept_id"": 37031415, ""concept_name"": ""Immunohistochemical stains | Bone marrow | Hematology and Cell counts"", ""score"": 0.7264, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""LP393846-3"", ""standard_concept"": ""C""}, {""concept_id"": 40758358, ""concept_name"": ""Immune stain study"", ""score"": 0.7257, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""55229-9"", ""standard_concept"": ""S""}, {""concept_id"": 35918163, ""concept_name"": ""Immunohistochemistry (IHC) of Regional Lymph Nodes"", ""score"": 0.6181, ""vocabulary_id"": ""NAACCR"", ""domain_id"": ""Measurement"", ""concept_code"": ""breast@2910"", ""standard_concept"": ""S""}]",s_or_c,44786878.0,Immunohistochemical stains in Bone marrow Narrative,0.7944,LOINC,S,
48,Observation,tinnitus,49,1,"[{""concept_id"": 377575, ""concept_name"": ""Tinnitus"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""60862001"", ""standard_concept"": ""S""}, {""concept_id"": 35810538, ""concept_name"": ""Tinnitus"", ""score"": 1, ""vocabulary_id"": ""UK Biobank"", ""domain_id"": ""Observation"", ""concept_code"": ""4803"", ""standard_concept"": ""S""}, {""concept_id"": 381864, ""concept_name"": ""Subjective tinnitus"", ""score"": 0.885, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""62452009"", ""standard_concept"": ""S""}, {""concept_id"": 4320815, ""concept_name"": ""Nervous tinnitus"", ""score"": 0.8677, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""95824009"", ""standard_concept"": ""S""}, {""concept_id"": 4319020, ""concept_name"": ""Vibratory tinnitus"", ""score"": 0.8632, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""95826006"", ""standard_concept"": ""S""}]",s_or_c,377575.0,Tinnitus,1.0,SNOMED,S,
